"Plot Title: SINDICON061424"
"#","Date Time, GMT-06:00","Low Range, μS/cm (LGR S/N: 20809202, SEN S/N: 20809202)","Full Range, μS/cm (LGR S/N: 20809202, SEN S/N: 20809202)","Temp, °C (LGR S/N: 20809202, SEN S/N: 20809202)","Coupler Detached (LGR S/N: 20809202)","Coupler Attached (LGR S/N: 20809202)","Host Connected (LGR S/N: 20809202)","Stopped (LGR S/N: 20809202)","End Of File (LGR S/N: 20809202)"
1587,07/01/24 03:45:00 AM,2.3,2.1,23.31,,,,,
1588,07/01/24 04:00:00 AM,2.5,2.1,23.32,,,,,
1589,07/01/24 04:15:00 AM,2.5,2.1,23.30,,,,,
1590,07/01/24 04:30:00 AM,2.3,2.1,23.27,,,,,
1591,07/01/24 04:45:00 AM,8.8,2.1,23.23,,,,,
1592,07/01/24 05:00:00 AM,1.1,2.1,23.20,,,,,
1593,07/01/24 05:15:00 AM,2.5,2.1,23.18,,,,,
1594,07/01/24 05:30:00 AM,2.5,2.1,23.16,,,,,
1595,07/01/24 05:45:00 AM,8.8,2.1,23.18,,,,,
1596,07/01/24 06:00:00 AM,2.8,2.1,23.20,,,,,
1597,07/01/24 06:15:00 AM,2.5,2.1,23.26,,,,,
1598,07/01/24 06:30:00 AM,2.5,2.1,23.36,,,,,
1599,07/01/24 06:45:00 AM,8.8,2.1,23.48,,,,,
1600,07/01/24 07:00:00 AM,8.8,2.1,23.60,,,,,
1601,07/01/24 07:15:00 AM,13.9,2.1,23.78,,,,,
1602,07/01/24 07:30:00 AM,13.9,2.1,23.97,,,,,
1603,07/01/24 07:45:00 AM,13.9,2.1,24.11,,,,,
1604,07/01/24 08:00:00 AM,13.9,2.1,24.35,,,,,
1605,07/01/24 08:15:00 AM,4.9,2.1,24.51,,,,,
1606,07/01/24 08:30:00 AM,8.8,2.1,24.65,,,,,
1607,07/01/24 08:45:00 AM,4.0,2.1,24.88,,,,,
1608,07/01/24 09:00:00 AM,4.9,2.1,25.27,,,,,
1609,07/01/24 09:15:00 AM,2.5,2.1,25.84,,,,,
1610,07/01/24 09:30:00 AM,2.5,2.1,26.19,,,,,
1611,07/01/24 09:45:00 AM,2.3,2.1,26.46,,,,,
1612,07/01/24 10:00:00 AM,2.5,2.1,26.98,,,,,
1613,07/01/24 10:15:00 AM,1.1,2.1,27.27,,,,,
1614,07/01/24 10:30:00 AM,2.3,-0.5,27.51,,,,,
1615,07/01/24 10:45:00 AM,2.5,-0.5,27.72,,,,,
1616,07/01/24 11:00:00 AM,2.5,2.1,28.14,,,,,
1617,07/01/24 11:15:00 AM,1.1,-0.5,28.53,,,,,
1618,07/01/24 11:30:00 AM,2.5,2.1,28.76,,,,,
1619,07/01/24 11:45:00 AM,2.5,2.1,28.82,,,,,
1620,07/01/24 12:00:00 PM,2.5,2.1,29.30,,,,,
1621,07/01/24 12:15:00 PM,1.1,2.1,29.75,,,,,
1622,07/01/24 12:30:00 PM,2.3,-0.5,30.21,,,,,
1623,07/01/24 12:45:00 PM,2.5,2.1,30.23,,,,,
1624,07/01/24 01:00:00 PM,2.5,2.1,29.61,,,,,
1625,07/01/24 01:15:00 PM,2.5,2.1,29.64,,,,,
1626,07/01/24 01:30:00 PM,2.5,2.1,29.76,,,,,
1627,07/01/24 01:45:00 PM,2.5,2.1,29.53,,,,,
1628,07/01/24 02:00:00 PM,2.5,2.1,29.43,,,,,
1629,07/01/24 02:15:00 PM,2.5,2.1,29.56,,,,,
1630,07/01/24 02:30:00 PM,2.3,2.1,29.68,,,,,
1631,07/01/24 02:45:00 PM,1.1,2.1,29.62,,,,,
1632,07/01/24 03:00:00 PM,2.5,2.1,29.37,,,,,
1633,07/01/24 03:15:00 PM,2.5,2.1,29.09,,,,,
1634,07/01/24 03:30:00 PM,2.5,2.1,28.77,,,,,
1635,07/01/24 03:45:00 PM,1.1,2.1,28.54,,,,,
1636,07/01/24 04:00:00 PM,2.3,2.1,28.29,,,,,
1637,07/01/24 04:15:00 PM,2.5,2.1,28.11,,,,,
1638,07/01/24 04:30:00 PM,2.5,2.1,27.78,,,,,
1639,07/01/24 04:45:00 PM,2.5,2.1,27.66,,,,,
1640,07/01/24 05:00:00 PM,2.5,2.1,27.56,,,,,
1641,07/01/24 05:15:00 PM,2.5,2.1,27.46,,,,,
1642,07/01/24 05:30:00 PM,2.3,2.1,27.33,,,,,
1643,07/01/24 05:45:00 PM,2.5,2.1,27.07,,,,,
1644,07/01/24 06:00:00 PM,2.3,2.1,26.96,,,,,
1645,07/01/24 06:15:00 PM,1.1,2.1,26.77,,,,,
1646,07/01/24 06:30:00 PM,2.3,2.1,26.71,,,,,
1647,07/01/24 06:45:00 PM,2.5,2.1,26.65,,,,,
1648,07/01/24 07:00:00 PM,1.1,2.1,26.59,,,,,
1649,07/01/24 07:15:00 PM,2.3,2.1,26.49,,,,,
1650,07/01/24 07:30:00 PM,2.5,2.1,26.41,,,,,
1651,07/01/24 07:45:00 PM,2.5,2.1,26.31,,,,,
1652,07/01/24 08:00:00 PM,2.3,2.1,26.22,,,,,
1653,07/01/24 08:15:00 PM,1.1,2.1,26.08,,,,,
1654,07/01/24 08:30:00 PM,2.3,2.1,25.92,,,,,
1655,07/01/24 08:45:00 PM,1.1,2.1,25.88,,,,,
1656,07/01/24 09:00:00 PM,1.1,2.1,25.86,,,,,
1657,07/01/24 09:15:00 PM,1.1,2.1,25.84,,,,,
1658,07/01/24 09:30:00 PM,2.5,2.1,25.81,,,,,
1659,07/01/24 09:45:00 PM,2.3,-1.6,25.78,,,,,
1660,07/01/24 10:00:00 PM,32.5,2.1,25.67,,,,,
1661,07/01/24 10:15:00 PM,2.3,2.1,25.50,,,,,
1662,07/01/24 10:30:00 PM,2.5,2.1,25.12,,,,,
1663,07/01/24 10:45:00 PM,2.3,2.1,25.01,,,,,
1664,07/01/24 11:00:00 PM,2.3,2.1,24.95,,,,,
1665,07/01/24 11:15:00 PM,8.8,2.1,24.84,,,,,
1666,07/01/24 11:30:00 PM,2.5,2.1,24.77,,,,,
1667,07/01/24 11:45:00 PM,2.5,2.1,24.66,,,,,
1668,07/02/24 12:00:00 AM,2.5,2.1,24.56,,,,,
1669,07/02/24 12:15:00 AM,2.3,2.1,24.50,,,,,
1670,07/02/24 12:30:00 AM,2.5,2.1,24.45,,,,,
1671,07/02/24 12:45:00 AM,5.9,2.1,24.38,,,,,
1672,07/02/24 01:00:00 AM,2.5,2.1,24.16,,,,,
1673,07/02/24 01:15:00 AM,8.8,2.1,24.08,,,,,
1674,07/02/24 01:30:00 AM,2.5,2.1,24.05,,,,,
1675,07/02/24 01:45:00 AM,2.5,2.1,23.97,,,,,
1676,07/02/24 02:00:00 AM,2.5,2.1,23.91,,,,,
1677,07/02/24 02:15:00 AM,2.5,-1.6,23.88,,,,,
1678,07/02/24 02:30:00 AM,23.1,20.0,24.26,,,,,
1679,07/02/24 02:45:00 AM,20.5,17.5,24.20,,,,,
1680,07/02/24 03:00:00 AM,17.6,14.9,24.18,,,,,
1681,07/02/24 03:15:00 AM,16.3,14.2,24.16,,,,,
1682,07/02/24 03:30:00 AM,17.1,14.5,24.16,,,,,
1683,07/02/24 03:45:00 AM,16.4,13.8,24.18,,,,,
1684,07/02/24 04:00:00 AM,14.2,12.7,24.21,,,,,
1685,07/02/24 04:15:00 AM,1.9,-0.5,24.22,,,,,
1686,07/02/24 04:30:00 AM,2.6,-0.5,24.10,,,,,
1687,07/02/24 04:45:00 AM,2.8,-0.5,24.05,,,,,
1688,07/02/24 05:00:00 AM,2.8,-0.5,24.01,,,,,
1689,07/02/24 05:15:00 AM,2.8,-0.5,23.97,,,,,
1690,07/02/24 05:30:00 AM,2.8,-0.1,23.94,,,,,
1691,07/02/24 05:45:00 AM,2.8,-0.5,23.97,,,,,
1692,07/02/24 06:00:00 AM,2.8,-0.5,23.98,,,,,
1693,07/02/24 06:15:00 AM,2.7,-0.5,24.00,,,,,
1694,07/02/24 06:30:00 AM,2.7,-0.5,24.03,,,,,
1695,07/02/24 06:45:00 AM,2.7,-0.5,24.04,,,,,
1696,07/02/24 07:00:00 AM,2.6,-0.5,24.01,,,,,
1697,07/02/24 07:15:00 AM,2.6,-0.5,24.01,,,,,
1698,07/02/24 07:30:00 AM,2.6,-0.5,24.00,,,,,
1699,07/02/24 07:45:00 AM,2.6,-0.5,24.00,,,,,
1700,07/02/24 08:00:00 AM,2.5,-0.5,23.77,,,,,
1701,07/02/24 08:15:00 AM,2.5,-0.5,23.40,,,,,
1702,07/02/24 08:30:00 AM,2.4,-0.5,23.24,,,,,
1703,07/02/24 08:45:00 AM,2.4,-0.5,23.19,,,,,
1704,07/02/24 09:00:00 AM,2.3,-0.5,23.16,,,,,
1705,07/02/24 09:15:00 AM,2.3,-0.5,23.06,,,,,
1706,07/02/24 09:30:00 AM,2.3,-0.5,23.18,,,,,
1707,07/02/24 09:45:00 AM,2.3,-0.5,23.35,,,,,
1708,07/02/24 10:00:00 AM,2.3,-0.5,23.47,,,,,
1709,07/02/24 10:15:00 AM,2.3,-0.5,23.63,,,,,
1710,07/02/24 10:30:00 AM,2.1,-0.5,23.84,,,,,
1711,07/02/24 10:45:00 AM,2.2,-1.2,24.09,,,,,
1712,07/02/24 11:00:00 AM,1.9,-1.2,24.11,,,,,
1713,07/02/24 11:15:00 AM,3.2,-0.1,24.22,,,,,
1714,07/02/24 11:30:00 AM,3.6,0.3,24.34,,,,,
1715,07/02/24 11:45:00 AM,3.6,0.3,24.62,,,,,
1716,07/02/24 12:00:00 PM,3.3,-0.1,24.83,,,,,
1717,07/02/24 12:15:00 PM,3.2,-0.5,25.03,,,,,
1718,07/02/24 12:30:00 PM,3.0,-0.5,25.20,,,,,
1719,07/02/24 12:45:00 PM,2.8,-0.5,25.34,,,,,
1720,07/02/24 01:00:00 PM,2.7,-0.5,25.36,,,,,
1721,07/02/24 01:15:00 PM,2.6,-0.8,25.70,,,,,
1722,07/02/24 01:30:00 PM,2.5,-1.2,25.99,,,,,
1723,07/02/24 01:45:00 PM,2.4,-1.2,26.03,,,,,
1724,07/02/24 02:00:00 PM,2.3,-1.2,26.03,,,,,
1725,07/02/24 02:15:00 PM,2.2,-1.2,26.03,,,,,
1726,07/02/24 02:30:00 PM,2.1,-1.2,26.03,,,,,
1727,07/02/24 02:45:00 PM,2.1,-1.2,26.09,,,,,
1728,07/02/24 03:00:00 PM,2.1,-1.2,26.15,,,,,
1729,07/02/24 03:15:00 PM,2.0,-1.2,26.09,,,,,
1730,07/02/24 03:30:00 PM,1.8,-1.2,25.99,,,,,
1731,07/02/24 03:45:00 PM,1.8,-1.2,25.96,,,,,
1732,07/02/24 04:00:00 PM,1.8,-1.6,25.96,,,,,
1733,07/02/24 04:15:00 PM,1.8,-1.6,25.90,,,,,
1734,07/02/24 04:30:00 PM,1.7,-1.2,25.81,,,,,
1735,07/02/24 04:45:00 PM,1.6,-1.6,25.71,,,,,
1736,07/02/24 05:00:00 PM,1.6,-1.2,25.59,,,,,
1737,07/02/24 05:15:00 PM,1.6,-1.6,25.45,,,,,
1738,07/02/24 05:30:00 PM,1.6,-1.6,25.35,,,,,
1739,07/02/24 05:45:00 PM,1.5,-1.6,25.27,,,,,
1740,07/02/24 06:00:00 PM,1.6,-1.6,25.19,,,,,
1741,07/02/24 06:15:00 PM,1.5,-1.6,25.12,,,,,
1742,07/02/24 06:30:00 PM,1.5,-1.6,25.00,,,,,
1743,07/02/24 06:45:00 PM,1.5,-1.6,24.91,,,,,
1744,07/02/24 07:00:00 PM,1.5,-0.8,24.88,,,,,
1745,07/02/24 07:15:00 PM,1.5,-1.6,24.84,,,,,
1746,07/02/24 07:30:00 PM,1.5,-1.6,24.79,,,,,
1747,07/02/24 07:45:00 PM,1.4,-1.6,24.68,,,,,
1748,07/02/24 08:00:00 PM,1.4,-1.6,24.51,,,,,
1749,07/02/24 08:15:00 PM,1.4,-1.6,24.52,,,,,
1750,07/02/24 08:30:00 PM,1.4,-1.6,24.56,,,,,
1751,07/02/24 08:45:00 PM,1.4,-1.6,24.59,,,,,
1752,07/02/24 09:00:00 PM,1.3,-1.6,24.45,,,,,
1753,07/02/24 09:15:00 PM,1.3,-1.6,24.40,,,,,
1754,07/02/24 09:30:00 PM,1.3,-1.6,24.38,,,,,
1755,07/02/24 09:45:00 PM,1.3,-1.6,24.38,,,,,
1756,07/02/24 10:00:00 PM,1.2,-1.6,24.39,,,,,
1757,07/02/24 10:15:00 PM,1.2,-1.6,24.37,,,,,
1758,07/02/24 10:30:00 PM,1.2,-1.6,24.34,,,,,
1759,07/02/24 10:45:00 PM,1.3,-1.6,24.34,,,,,
1760,07/02/24 11:00:00 PM,1.2,-1.6,24.34,,,,,
1761,07/02/24 11:15:00 PM,1.2,-0.8,24.32,,,,,
1762,07/02/24 11:30:00 PM,1.1,-1.6,24.28,,,,,
1763,07/02/24 11:45:00 PM,1.1,-1.6,24.23,,,,,
1764,07/03/24 12:00:00 AM,1.1,-1.6,24.20,,,,,
1765,07/03/24 12:15:00 AM,1.1,-1.6,24.21,,,,,
1766,07/03/24 12:30:00 AM,1.2,-1.6,24.16,,,,,
1767,07/03/24 12:45:00 AM,1.2,-1.6,24.10,,,,,
1768,07/03/24 01:00:00 AM,1.0,-1.6,23.82,,,,,
1769,07/03/24 01:15:00 AM,1.0,-1.6,23.75,,,,,
1770,07/03/24 01:30:00 AM,0.9,-1.6,23.72,,,,,
1771,07/03/24 01:45:00 AM,1.0,-1.9,23.69,,,,,
1772,07/03/24 02:00:00 AM,0.9,-1.6,23.74,,,,,
1773,07/03/24 02:15:00 AM,0.9,-1.6,23.75,,,,,
1774,07/03/24 02:30:00 AM,0.9,-1.6,23.70,,,,,
1775,07/03/24 02:45:00 AM,0.9,-1.9,23.70,,,,,
1776,07/03/24 03:00:00 AM,0.8,-0.8,23.70,,,,,
1777,07/03/24 03:15:00 AM,0.9,-1.6,23.67,,,,,
1778,07/03/24 03:30:00 AM,0.9,-0.8,23.65,,,,,
1779,07/03/24 03:45:00 AM,0.8,-1.9,23.65,,,,,
1780,07/03/24 04:00:00 AM,0.8,-1.6,23.65,,,,,
1781,07/03/24 04:15:00 AM,0.7,-0.8,23.65,,,,,
1782,07/03/24 04:30:00 AM,0.7,-1.6,23.64,,,,,
1783,07/03/24 04:45:00 AM,0.7,-1.6,23.64,,,,,
1784,07/03/24 05:00:00 AM,0.7,-1.6,23.60,,,,,
1785,07/03/24 05:15:00 AM,0.7,-1.6,23.59,,,,,
1786,07/03/24 05:30:00 AM,0.7,-1.6,23.55,,,,,
1787,07/03/24 05:45:00 AM,0.7,-1.6,23.54,,,,,
1788,07/03/24 06:00:00 AM,0.5,-0.5,23.55,,,,,
1789,07/03/24 06:15:00 AM,0.6,-0.5,23.60,,,,,
1790,07/03/24 06:30:00 AM,0.5,-0.5,23.67,,,,,
1791,07/03/24 06:45:00 AM,0.4,-0.5,23.77,,,,,
1792,07/03/24 07:00:00 AM,0.4,-0.5,23.89,,,,,
1793,07/03/24 07:15:00 AM,0.5,-0.5,23.99,,,,,
1794,07/03/24 07:30:00 AM,0.5,-0.5,24.06,,,,,
1795,07/03/24 07:45:00 AM,0.5,-0.5,24.18,,,,,
1796,07/03/24 08:00:00 AM,0.4,-0.5,24.29,,,,,
1797,07/03/24 08:15:00 AM,0.5,-0.5,24.51,,,,,
1798,07/03/24 08:30:00 AM,0.5,-0.5,24.67,,,,,
1799,07/03/24 08:45:00 AM,0.5,-0.5,24.72,,,,,
1800,07/03/24 09:00:00 AM,0.5,-0.5,24.83,,,,,
1801,07/03/24 09:15:00 AM,0.4,-0.5,24.85,,,,,
1802,07/03/24 09:30:00 AM,0.3,-0.5,24.99,,,,,
1803,07/03/24 09:45:00 AM,0.4,-0.5,25.14,,,,,
1804,07/03/24 10:00:00 AM,0.4,-0.5,25.44,,,,,
1805,07/03/24 10:15:00 AM,0.4,-0.5,25.82,,,,,
1806,07/03/24 10:30:00 AM,0.4,-0.5,26.13,,,,,
1807,07/03/24 10:45:00 AM,0.5,-0.5,26.65,,,,,
1808,07/03/24 11:00:00 AM,0.3,7.2,26.59,,,,,
1809,07/03/24 11:15:00 AM,0.6,7.2,26.37,,,,,
1810,07/03/24 11:30:00 AM,2.2,2.1,26.30,,,,,
1811,07/03/24 11:45:00 AM,13.9,16.7,26.31,,,,,
1812,07/03/24 12:00:00 PM,8.8,2.1,26.36,,,,,
1813,07/03/24 12:15:00 PM,8.8,2.1,26.38,,,,,
1814,07/03/24 12:30:00 PM,5.8,2.1,26.48,,,,,
1815,07/03/24 12:45:00 PM,2.3,2.1,26.56,,,,,
1816,07/03/24 01:00:00 PM,8.8,2.1,26.73,,,,,
1817,07/03/24 01:15:00 PM,2.5,2.1,26.98,,,,,
1818,07/03/24 01:30:00 PM,2.5,2.1,27.18,,,,,
1819,07/03/24 01:45:00 PM,2.3,2.1,27.28,,,,,
1820,07/03/24 02:00:00 PM,2.5,2.1,27.26,,,,,
1821,07/03/24 02:15:00 PM,2.5,-1.6,27.10,,,,,
1822,07/03/24 02:30:00 PM,2.5,2.1,27.05,,,,,
1823,07/03/24 02:45:00 PM,2.5,2.1,27.07,,,,,
1824,07/03/24 03:00:00 PM,2.5,2.1,27.01,,,,,
1825,07/03/24 03:15:00 PM,2.5,2.1,26.94,,,,,
1826,07/03/24 03:30:00 PM,2.5,2.1,27.01,,,,,
1827,07/03/24 03:45:00 PM,2.5,2.1,27.05,,,,,
1828,07/03/24 04:00:00 PM,8.8,2.1,26.99,,,,,
1829,07/03/24 04:15:00 PM,2.5,2.1,26.82,,,,,
1830,07/03/24 04:30:00 PM,2.5,2.1,26.63,,,,,
1831,07/03/24 04:45:00 PM,8.8,2.1,26.54,,,,,
1832,07/03/24 05:00:00 PM,8.8,2.1,26.44,,,,,
1833,07/03/24 05:15:00 PM,5.8,2.1,26.30,,,,,
1834,07/03/24 05:30:00 PM,8.8,2.1,26.18,,,,,
1835,07/03/24 05:45:00 PM,2.3,2.1,26.09,,,,,
1836,07/03/24 06:00:00 PM,2.5,2.1,25.96,,,,,
1837,07/03/24 06:15:00 PM,2.5,2.1,25.79,,,,,
1838,07/03/24 06:30:00 PM,8.8,2.1,25.70,,,,,
1839,07/03/24 06:45:00 PM,2.3,2.1,25.67,,,,,
1840,07/03/24 07:00:00 PM,2.5,2.1,25.63,,,,,
1841,07/03/24 07:15:00 PM,5.8,2.1,25.58,,,,,
1842,07/03/24 07:30:00 PM,2.5,2.1,25.54,,,,,
1843,07/03/24 07:45:00 PM,2.5,2.1,25.47,,,,,
1844,07/03/24 08:00:00 PM,2.5,2.1,25.35,,,,,
1845,07/03/24 08:15:00 PM,8.8,2.1,25.25,,,,,
1846,07/03/24 08:30:00 PM,2.5,2.1,25.23,,,,,
1847,07/03/24 08:45:00 PM,2.5,2.1,25.20,,,,,
1848,07/03/24 09:00:00 PM,2.5,2.1,25.14,,,,,
1849,07/03/24 09:15:00 PM,2.5,2.1,25.10,,,,,
1850,07/03/24 09:30:00 PM,2.5,-1.6,25.10,,,,,
1851,07/03/24 09:45:00 PM,2.3,2.1,24.99,,,,,
1852,07/03/24 10:00:00 PM,2.5,-0.5,24.82,,,,,
1853,07/03/24 10:15:00 PM,2.5,-1.6,24.67,,,,,
1854,07/03/24 10:30:00 PM,2.3,2.1,24.55,,,,,
1855,07/03/24 10:45:00 PM,2.5,2.1,24.48,,,,,
1856,07/03/24 11:00:00 PM,2.5,2.1,24.39,,,,,
1857,07/03/24 11:15:00 PM,8.8,2.1,24.33,,,,,
1858,07/03/24 11:30:00 PM,8.8,2.1,24.29,,,,,
1859,07/03/24 11:45:00 PM,2.3,2.1,24.27,,,,,
1860,07/04/24 12:00:00 AM,1.1,2.1,24.23,,,,,
1861,07/04/24 12:15:00 AM,2.5,2.1,24.20,,,,,
1862,07/04/24 12:30:00 AM,8.8,2.1,24.15,,,,,
1863,07/04/24 12:45:00 AM,2.5,2.1,24.11,,,,,
1864,07/04/24 01:00:00 AM,2.3,2.1,24.06,,,,,
1865,07/04/24 01:15:00 AM,2.5,2.1,24.01,,,,,
1866,07/04/24 01:30:00 AM,2.5,2.1,23.98,,,,,
1867,07/04/24 01:45:00 AM,2.5,2.1,23.92,,,,,
1868,07/04/24 02:00:00 AM,1.1,2.1,23.84,,,,,
1869,07/04/24 02:15:00 AM,2.5,2.1,23.81,,,,,
1870,07/04/24 02:30:00 AM,2.5,-1.6,23.78,,,,,
1871,07/04/24 02:45:00 AM,2.5,2.1,23.75,,,,,
1872,07/04/24 03:00:00 AM,2.5,-1.6,23.70,,,,,
1873,07/04/24 03:15:00 AM,2.3,2.1,23.63,,,,,
1874,07/04/24 03:30:00 AM,2.5,2.1,23.60,,,,,
1875,07/04/24 03:45:00 AM,2.5,-1.6,23.60,,,,,
1876,07/04/24 04:00:00 AM,2.5,2.1,23.58,,,,,
1877,07/04/24 04:15:00 AM,5.9,2.1,23.57,,,,,
1878,07/04/24 04:30:00 AM,2.3,16.7,23.57,,,,,
1879,07/04/24 04:45:00 AM,2.5,2.1,23.55,,,,,
1880,07/04/24 05:00:00 AM,2.5,2.1,23.52,,,,,
1881,07/04/24 05:15:00 AM,2.3,2.1,23.46,,,,,
1882,07/04/24 05:30:00 AM,2.5,2.1,23.40,,,,,
1883,07/04/24 05:45:00 AM,2.3,2.1,23.36,,,,,
1884,07/04/24 06:00:00 AM,2.3,2.1,23.36,,,,,
1885,07/04/24 06:15:00 AM,2.5,2.1,23.35,,,,,
1886,07/04/24 06:30:00 AM,8.8,2.1,23.42,,,,,
1887,07/04/24 06:45:00 AM,2.5,2.1,23.54,,,,,
1888,07/04/24 07:00:00 AM,2.3,2.1,23.69,,,,,
1889,07/04/24 07:15:00 AM,2.5,2.1,23.83,,,,,
1890,07/04/24 07:30:00 AM,8.8,2.1,23.99,,,,,
1891,07/04/24 07:45:00 AM,2.5,2.1,24.14,,,,,
1892,07/04/24 08:00:00 AM,2.5,2.1,24.32,,,,,
1893,07/04/24 08:15:00 AM,2.3,2.1,24.48,,,,,
1894,07/04/24 08:30:00 AM,2.5,2.1,24.65,,,,,
1895,07/04/24 08:45:00 AM,1.1,2.1,24.82,,,,,
1896,07/04/24 09:00:00 AM,2.5,2.1,24.99,,,,,
1897,07/04/24 09:15:00 AM,2.5,2.1,25.27,,,,,
1898,07/04/24 09:30:00 AM,2.5,2.1,25.51,,,,,
1899,07/04/24 09:45:00 AM,2.5,2.1,25.67,,,,,
1900,07/04/24 10:00:00 AM,2.5,-1.6,25.70,,,,,
1901,07/04/24 10:15:00 AM,2.3,2.1,25.82,,,,,
1902,07/04/24 10:30:00 AM,2.5,-1.6,26.04,,,,,
1903,07/04/24 10:45:00 AM,2.3,2.1,26.26,,,,,
1904,07/04/24 11:00:00 AM,2.5,2.1,26.59,,,,,
1905,07/04/24 11:15:00 AM,2.3,2.1,26.95,,,,,
1906,07/04/24 11:30:00 AM,2.5,2.1,27.41,,,,,
1907,07/04/24 11:45:00 AM,2.5,2.1,27.74,,,,,
1908,07/04/24 12:00:00 PM,2.5,-1.6,28.02,,,,,
1909,07/04/24 12:15:00 PM,2.5,-1.6,28.08,,,,,
1910,07/04/24 12:30:00 PM,2.3,2.1,28.06,,,,,
1911,07/04/24 12:45:00 PM,2.5,2.1,28.31,,,,,
1912,07/04/24 01:00:00 PM,2.3,-1.6,28.36,,,,,
1913,07/04/24 01:15:00 PM,2.5,-0.5,28.24,,,,,
1914,07/04/24 01:30:00 PM,1.2,2.1,28.13,,,,,
1915,07/04/24 01:45:00 PM,2.3,2.1,28.12,,,,,
1916,07/04/24 02:00:00 PM,2.5,2.1,28.13,,,,,
1917,07/04/24 02:15:00 PM,2.3,2.1,28.06,,,,,
1918,07/04/24 02:30:00 PM,2.3,2.1,28.07,,,,,
1919,07/04/24 02:45:00 PM,1.1,2.1,28.18,,,,,
1920,07/04/24 03:00:00 PM,2.5,-0.5,28.46,,,,,
1921,07/04/24 03:15:00 PM,2.5,-0.5,28.70,,,,,
1922,07/04/24 03:30:00 PM,1.2,2.1,28.70,,,,,
1923,07/04/24 03:45:00 PM,2.5,2.1,28.69,,,,,
1924,07/04/24 04:00:00 PM,1.1,-1.6,28.77,,,,,
1925,07/04/24 04:15:00 PM,2.5,2.1,28.71,,,,,
1926,07/04/24 04:30:00 PM,1.1,2.1,28.46,,,,,
1927,07/04/24 04:45:00 PM,2.5,-0.5,28.13,,,,,
1928,07/04/24 05:00:00 PM,2.5,2.1,27.79,,,,,
1929,07/04/24 05:15:00 PM,2.5,2.1,27.46,,,,,
1930,07/04/24 05:30:00 PM,2.5,2.1,27.26,,,,,
1931,07/04/24 05:45:00 PM,1.1,2.1,26.93,,,,,
1932,07/04/24 06:00:00 PM,2.5,2.1,26.64,,,,,
1933,07/04/24 06:15:00 PM,2.5,2.1,26.43,,,,,
1934,07/04/24 06:30:00 PM,1.1,2.1,26.26,,,,,
1935,07/04/24 06:45:00 PM,2.5,2.1,26.24,,,,,
1936,07/04/24 07:00:00 PM,2.5,2.1,26.24,,,,,
1937,07/04/24 07:15:00 PM,1.2,2.1,26.16,,,,,
1938,07/04/24 07:30:00 PM,2.5,2.1,26.04,,,,,
1939,07/04/24 07:45:00 PM,2.5,-1.6,25.99,,,,,
1940,07/04/24 08:00:00 PM,2.5,2.1,25.91,,,,,
1941,07/04/24 08:15:00 PM,2.5,2.1,25.82,,,,,
1942,07/04/24 08:30:00 PM,2.5,2.1,25.74,,,,,
1943,07/04/24 08:45:00 PM,1.2,2.1,25.68,,,,,
1944,07/04/24 09:00:00 PM,2.5,2.1,25.62,,,,,
1945,07/04/24 09:15:00 PM,2.3,-1.9,25.56,,,,,
1946,07/04/24 09:30:00 PM,2.5,2.1,25.45,,,,,
1947,07/04/24 09:45:00 PM,2.5,2.1,25.33,,,,,
1948,07/04/24 10:00:00 PM,2.3,2.1,25.25,,,,,
1949,07/04/24 10:15:00 PM,2.3,2.1,25.20,,,,,
1950,07/04/24 10:30:00 PM,2.5,2.1,25.16,,,,,
1951,07/04/24 10:45:00 PM,2.5,2.1,25.08,,,,,
1952,07/04/24 11:00:00 PM,2.5,2.1,25.01,,,,,
1953,07/04/24 11:15:00 PM,2.3,2.1,24.94,,,,,
1954,07/04/24 11:30:00 PM,2.5,-1.6,24.86,,,,,
1955,07/04/24 11:45:00 PM,2.5,2.1,24.78,,,,,
1956,07/05/24 12:00:00 AM,2.5,2.1,24.66,,,,,
1957,07/05/24 12:15:00 AM,1.1,-1.6,24.59,,,,,
1958,07/05/24 12:30:00 AM,2.5,2.1,24.54,,,,,
1959,07/05/24 12:45:00 AM,2.5,2.1,24.48,,,,,
1960,07/05/24 01:00:00 AM,2.3,2.1,24.42,,,,,
1961,07/05/24 01:15:00 AM,2.5,2.1,24.40,,,,,
1962,07/05/24 01:30:00 AM,2.5,2.1,24.37,,,,,
1963,07/05/24 01:45:00 AM,1.2,2.1,24.34,,,,,
1964,07/05/24 02:00:00 AM,2.3,2.1,24.32,,,,,
1965,07/05/24 02:15:00 AM,2.5,2.1,24.25,,,,,
1966,07/05/24 02:30:00 AM,2.3,2.1,24.20,,,,,
1967,07/05/24 02:45:00 AM,2.5,2.1,24.14,,,,,
1968,07/05/24 03:00:00 AM,2.5,2.1,24.09,,,,,
1969,07/05/24 03:15:00 AM,2.3,2.1,24.08,,,,,
1970,07/05/24 03:30:00 AM,2.3,2.1,24.06,,,,,
1971,07/05/24 03:45:00 AM,2.5,16.7,24.05,,,,,
1972,07/05/24 04:00:00 AM,2.3,2.1,24.00,,,,,
1973,07/05/24 04:15:00 AM,1.1,2.1,23.94,,,,,
1974,07/05/24 04:30:00 AM,2.8,-1.6,23.89,,,,,
1975,07/05/24 04:45:00 AM,2.3,2.1,23.84,,,,,
